pk,target
2820299381,0
2820223195,0
2820118972,0
2820036597,1
2819892619,1
2819825686,0
2819796956,0
2819751014,0
2819678325,1
2819676455,0
2819674273,1
2819523862,1
2819464182,0
2819456969,0
2819418892,0
2819414131,0
2819382999,0
2819316691,0
2819175838,0
2818886073,0
2818781251,0
2818553663,0
2818396774,0
2818317576,1
2817485705,1
2817107921,1
2816512786,0
2815060324,1
2814912786,0
2814024882,0
2810597970,1
2810495391,1
2810292711,0
2810290158,0
2810115758,0
2809814528,1
2809629658,0
2809572321,1
2809380016,1
2808952877,0
2808407917,1
2808407425,0
2808313824,1
2807789673,1
2807559511,0
2807370414,0
2806926731,1
2806899472,1
2806879907,1
2806613309,0
2806115856,0
2805735386,1
2805510968,1
2805471723,0
2805281044,0
2805226787,0
2805225980,1
2805149313,0
2804967236,1
2804702246,1
2804644936,1
2804486052,1
2804353335,1
2804149271,0
2804062435,1
2803911927,0
2803792055,1
2803741891,1
2803498313,1
2803448740,1
2803418325,0
2803316162,0
2802938976,0
2802639586,0
2801256159,0
2800817418,0
2722834488,1
2722314018,1
2722244190,1
2721923658,0
2721910406,1
2721784323,1
2721768202,1
2721400491,1
2721181390,0
2721088652,1
2720769482,1
2720754590,0
2720730554,0
2720701371,1
2720650972,0
2720588576,0
2720509166,0
2720437591,1
2720384822,0
2720308355,1
2720254118,0
2720124114,1
2720113507,0
2720030201,0
2720009264,0
2719960411,1
2719877883,1
2719668217,1
2719613580,0
2719603411,0
2719592178,0
2719535550,0
2718405815,0
2718058546,1
2717539074,0
2717248316,0
2715192976,0
2714326818,1
2713226974,0
2711062263,1
2710836263,1
2710287243,0
2710259215,1
2709896166,0
2709875444,0
2709800085,0
2709547548,0
2709313394,0
2709270535,1
2709212134,1
2709205858,0
2709099252,0
2709032381,0
2708891931,1
2708872580,0
2708683712,0
2708387091,0
2708340559,1
2707887699,0
2706951289,0
2706786261,1
2706611664,1
2706555137,1
2706321469,1
2706281170,0
2706219135,1
2706130545,1
2705545332,0
2705227362,1
2705114652,1
2705056260,0
2704978838,0
2704925995,1
2704731101,1
2704466097,1
2704373678,0
2704153489,0
2704048977,1
2703923097,1
2703793725,0
2703610826,1
2703300937,0
2703276238,1
2701243877,1
2701212111,1
2700951928,0
2700677779,1
2700524673,0
2666587104,0
2666584936,1
2666474891,0
2666189855,0
2665093950,1
2664753286,0
2664126988,1
2658666571,1
2658389750,0
2657972637,0
2657863824,1
2657784791,0
2657322563,1
2657310661,1
2657227218,0
2657070284,1
2657062941,0
2656978218,0
2656912403,0
2656864924,0
2656807386,0
2656773485,0
2656572090,1
2656336702,1
2656213751,1
2655919197,1
2655843419,1
2655747886,1
2655406320,1
2655165017,0
2654832460,1
2654590948,0
2654074419,0
2653957931,1
2653939905,1
2653766129,0
2653538121,1
2653490297,0
2653398158,1
2653316938,0
2653298750,0
2653187986,1
2652763912,0
2652609910,1
2652534796,0
2652496366,0
2652430128,1
2652390027,1
2652064266,1
2651764479,0
2651751487,1
2651674839,1
2651509676,0
2651140254,1
2651100374,1
2651034772,1
2650928888,0
2650707537,0
2649377435,1
2648577103,0
2648294993,1
2648176232,1
2647911093,0
2647773513,0
2603350127,0
2603328065,1
2603250614,0
2603059696,0
2602966495,0
2602857840,0
2602786104,1
2602729980,0
2602654442,1
2602587044,0
2602353505,1
2602293794,1
2602276870,0
2602174024,1
2602091949,0
2602091537,1
2602087653,0
2601616400,0
2601577606,0
2601550187,1
2601482558,0
2601340896,0
2601316638,0
2601240027,0
2601198924,1
2601059948,0
2601010679,0
2600867005,0
2600832049,0
2600764266,0
2600728018,1
2600657556,0
2600555843,1
2600436678,0
2600416578,1
2600268259,1
2600253856,1
2600251641,1
2600246523,1
2600200132,0
2600157340,0
2566585721,1
2566559260,0
2566240667,0
2564485050,0
2563437053,1
2562961528,0
2562920595,0
2562294475,0
2558383303,1
2558145715,1
2558099744,1
2557855970,0
2557855709,1
2557624226,1
2557515641,0
2557409071,1
2557274311,0
2557254102,1
2557222523,1
2556687526,1
2556360560,0
2556329210,0
2555972827,1
2555882260,0
2555507524,0
2555105891,1
2555044133,1
2554833138,1
2554012971,1
2553957694,1
2553704292,0
2553671100,1
2553270643,0
2552898134,0
2552823793,1
2552551551,1
2552388530,1
2552007716,0
2551400509,0
2551247261,0
2550928223,0
2550631409,0
2549522395,1
2548008435,0
2503733391,1
2503666976,0
2503635423,0
2503570655,1
2503387431,0
2503321744,0
2503246766,0
2503090423,0
2502859971,1
2502641181,1
2502451307,0
2502255815,0
2502168760,1
2501602326,1
2501557831,1
2501488651,0
2501478757,0
2501417305,1
2501399291,1
2501379014,1
2501359269,0
2501355654,1
2501343972,0
2501260368,1
2501245943,0
2501195797,0
2501171699,0
2501058115,1
2500963845,1
2500952915,0
2500931508,0
2500926961,0
2500830459,0
2500797631,0
2500796859,0
2500475230,1
2500407423,0
2500279400,1
2500102189,0
2441740919,0
2441675002,0
2441434940,0
2441363045,0
2441297548,0
2441190791,0
2441118063,1
2441107992,0
2440974311,0
2440964156,1
2440887833,0
2440885181,0
2440842899,0
2440600318,1
2440541221,0
2440473713,0
2440369325,1
2440248672,0
2440020226,1
2439845914,0
2439771566,0
2439762642,1
2439762109,0
2439701292,0
2439634086,0
2439620144,0
2439575952,1
2439502132,0
2439477790,1
2439398796,0
2439349974,1
2439270607,1
2439216189,1
2439185003,1
2439179832,0
2439084924,0
2438957112,0
2438909004,1
2438838933,0
2438815097,0
2438276461,0
2438054712,1
2437996585,0
2437967069,0
2437856793,0
2437599704,0
2436821084,0
2436629996,0
2435827519,0
2434860348,0
2434639002,0
2434471025,1
2433474675,0
2432804230,1
2429449078,0
2429443681,0
2429403060,1
2428886142,0
2428835733,1
2428726605,0
2428520240,0
2428044387,1
2427977862,0
2427644667,0
2427395361,1
2427301179,0
2427241121,1
2427091480,0
2426183159,1
2425044778,0
2424877939,0
2424562524,1
2424432231,0
2424412109,1
2424248146,0
2424246017,0
2424136076,0
2424033419,1
2423956977,1
2423910947,1
2423711340,1
2423555624,1
2423342449,0
2423228765,1
2422785332,1
2421734241,1
2419995461,1
2341500594,1
2341423248,1
2341275632,1
2341159853,0
2341058706,0
2340998845,1
2340770148,1
2340642145,0
2340452575,0
2340448153,0
2340344030,1
2340281531,1
2340143830,1
2339941186,0
2339839550,0
2339757723,0
2339736663,0
2339729929,0
2339719082,1
2339543983,1
2339493777,0
2339431412,0
2339362534,1
2339336704,0
2339308352,0
2339298546,1
2339294015,0
2339239417,1
2339207356,0
2339013403,0
2338797667,0
2338635106,0
2338564170,1
2338319681,0
2338232020,0
2337976739,0
2337858206,0
2337123892,0
2336468250,1
2335905986,0
2334670282,1
2334453314,0
2334236263,0
2329549160,0
2329527484,0
2329510953,1
2329465609,1
2329418814,0
2329387172,0
2329275464,0
2329240893,0
2329203780,1
2328814267,0
2328810866,0
2328744614,0
2328554888,1
2328505180,0
2328420377,1
2328185026,1
2327971687,0
2327872251,1
2327845169,1
2327752058,1
2327732172,0
2327471747,1
2327458770,0
2327454126,1
2327437753,1
2327079168,0
2327005703,1
2326858741,0
2326746714,1
2326502722,0
2326500790,1
2326273218,0
2326095177,0
2325681297,0
2325039524,0
2324971953,1
2324928256,0
2324817002,1
2324718839,1
2324481125,0
2324266481,1
2324263995,1
2323717172,0
2323708186,1
2323576258,0
2323565792,1
2323563692,0
2323460036,0
2323455049,0
2323264183,0
2323205980,0
2323108924,1
2323103730,1
2323086487,0
2322888262,0
2322838500,0
2322777518,1
2322751746,1
2322607437,0
2322581982,1
2322491775,0
2322278581,0
2322241928,0
2322030559,0
2321850352,0
2241772204,0
2241576888,0
2241459179,1
2241146944,0
2240911887,0
2240775764,1
2240643278,0
2240498648,0
2240391571,0
2240333973,0
2240248190,1
2240132063,1
2240086938,0
2239988281,0
2239898144,0
2239871096,0
2239851740,1
2239845047,0
2239784273,0
2239710235,0
2239703609,0
2239669466,0
2239567829,0
2239558366,1
2239547049,0
2239546478,0
2239501964,0
2239365460,1
2239300141,0
2239276739,0
2239180728,1
2239021065,0
2238978313,1
2238971016,0
2238950846,0
2238949944,0
2238914297,0
2238757412,1
2238729514,0
2238695317,0
2238677493,0
2238636201,0
2238525566,0
2238338100,0
2238252188,1
2238121824,0
2238052666,0
2237907906,1
2237831552,1
2237733682,0
2236979928,0
2236525391,1
2234456342,0
2234162412,0
2233284782,1
2232974985,0
2232944855,1
2229746311,0
2229594722,0
2229559384,1
2229046693,0
2228937368,1
2228914295,1
2228794044,0
2228649308,0
2228530924,0
2228399213,1
2228386084,0
2228323434,1
2228156526,1
2227816332,1
2227799360,0
2227364242,0
2227350215,1
2227199467,0
2227120493,1
2226942172,0
2226917724,0
2226725114,1
2226486938,1
2226096142,0
2225941678,1
2225874386,0
2225238905,1
2225200422,1
2225186169,0
2225185546,1
2224745836,1
2224026051,1
2223601696,0
2223514379,1
2223413426,1
2223394041,1
2223377443,1
2223376272,1
2223371928,1
2223358790,0
2223248581,0
2223171833,0
2223142045,1
2223090832,1
2222838750,0
2222678571,0
2222634237,1
2222627416,1
2222451707,0
2219616257,0
2141595654,1
2141489511,0
2141366143,1
2141325997,0
2141233506,1
2141207517,0
2141122595,1
2141113511,0
2141105519,0
2141020181,0
2140811008,0
2140553107,1
2140365158,1
2140309758,0
2140271822,0
2140243702,0
2140134000,0
2140084212,1
2140056781,0
2140036756,0
2140032284,0
2139939484,1
2139905970,0
2139893917,0
2139755277,0
2139729765,0
2139480620,1
2139443317,0
2139232957,0
2139224240,0
2139207464,0
2139097126,1
2138739448,0
2138413708,1
2138405762,0
2138363085,0
2138285744,1
2138255385,0
2138181177,0
2138168038,1
2138084770,1
2137973008,1
2137961456,0
2136686543,1
2136662816,0
2134940990,0
2134805758,0
2129928649,1
2129916039,1
2129437277,1
2129373736,1
2129105359,1
2128918294,0
2128874999,1
2128872277,1
2128854155,1
2128815006,0
2128806369,0
2128454997,1
2128408023,0
2128276784,0
2128272963,1
2127227789,1
2127157064,0
2127152999,1
2126991014,0
2126879245,0
2126616611,0
2126259595,1
2126221927,0
2126072158,1
2125894422,0
2125614386,0
2125524384,0
2125411186,1
2125241407,1
2125229859,0
2125080597,0
2124959885,1
2124903121,1
2124787907,0
2124779836,0
2124652105,0
2124547484,0
2124187888,1
2124003990,1
2123935501,1
2123726968,1
2123590258,1
2123558385,1
2123337933,0
2123212029,0
2123050132,0
2122739625,0
2122547804,1
2121447053,0
2120850085,1
2119836950,1
8831427116,1
8831310637,1
8831302185,1
8831150698,0
8830949830,0
8830748724,1
8830574211,0
8830087428,1
8829661638,1
8829555337,0
8828620286,1
8828056147,0
8827989851,0
8827945689,0
8827135228,1
8826186354,0
8824478532,0
8824113872,1
8824068716,0
8823889167,1
8823742525,0
8752163408,0
8752010522,0
8751981849,1
8751850201,0
8751813234,0
8751459476,0
8751450078,0
8751415447,0
8751264127,0
8750898012,0
8750857408,1
8750667942,1
8750514778,0
8750339596,0
8749861860,1
8749428412,0
8747331829,1
8747323362,0
8746765421,0
8746286971,0
8652746720,1
8652465091,0
8652303387,0
8651997482,1
8651842702,0
8651646855,0
8651635008,0
8651618464,0
8651376665,0
8651330145,0
8651175228,1
8650899238,0
8650352858,0
8650294139,0
8650049410,0
8647652195,0
8647362677,0
8646147731,0
8646121745,0
8552835061,1
8552485585,1
8552435323,1
8552295296,0
8552237417,1
8552210496,0
8552102276,0
8551875807,0
8551669352,1
8551514785,1
8551429268,0
8551187024,1
8550983775,0
8550911616,0
8550286591,0
8550162054,1
8550155030,0
8549846737,0
8549843175,0
8549574729,0
8549212521,0
8549210021,0
8548962810,0
8548461675,1
8547479335,0
8547189643,0
8546677702,1
8452697212,1
8452639806,1
8451971931,0
8451884543,0
8451636392,0
8451069092,0
8450816009,0
8450811032,0
8450557038,0
8450293590,0
8448986831,0
8352633521,1
8352480823,1
8352398118,0
8352371262,1
8351984331,0
8351942981,1
8351813015,0
8351266577,0
8351230523,0
8351078351,0
8350930923,1
8350579657,0
8350082007,0
8349693145,0
8346831791,0
8345814025,0
8345677668,0
8252528203,0
8252371671,0
8252343519,0
8252226969,1
8252203534,1
8252017506,0
8251361099,1
8251069789,1
8251056935,0
8251054142,0
8251026989,1
8250777949,0
8250520592,1
8250350402,1
8250179022,0
8247526004,0
8247210945,0
8152833677,0
8152739174,1
8152698235,0
8152613516,0
8152109720,1
8151837584,1
8151101304,0
8151004345,1
8150942405,0
8150739705,0
8150623124,1
8150502007,0
8148928738,1
8148171578,0
8147291996,0
8147111406,0
8146562928,0
8146400683,0
8146335802,0
8145989005,0
8145898423,0
6832114781,0
6831623355,0
6831589298,0
6830811594,0
6829942154,1
6829907623,0
6703441391,1
6702887585,1
6702325670,0
6702274091,0
6702256924,0
6701644401,0
6701480710,0
6700725303,1
6603720522,1
6603330847,1
6603306597,0
6602163810,0
6602096177,1
6601783148,0
6601609394,1
6601415033,0
6600776726,0
6600221497,1
6600221221,1
6503212476,0
6503180137,0
6501988156,1
6500334381,0
6466026140,1
6465342192,1
6403867466,0
6403563074,0
6403409857,1
6403228703,1
6402889071,1
6303012354,0
6302896704,1
6302239747,0
6302237631,1
6302119017,0
6302033807,0
6301471627,1
6300935057,0
6203542128,0
6203161390,0
6203060288,0
6202631397,0
6103099915,0
6102175531,1
4851394240,1
4850745908,0
4850722677,0
4850560890,0
4848785709,1
4848643151,1
4750045322,0
4749439223,0
4749296396,0
4745526829,0
4643401017,1
4643192895,0
4643046059,1
4642835699,1
4642337854,1
4642194896,0
4641110632,1
4542653584,0
4539839231,0
4430594125,0
4430232143,1
4429650633,0
4429602644,1
4429467295,0
4428984125,1
4428439963,0
4330687258,0
4330656856,1
4329943150,0
4328056165,1
4231176602,0
4230522002,0
4230004729,0
4229979126,1
4228516445,0
4130307532,0
4130032905,0
4129350870,0
4129162450,0
4128845617,0
4126937688,1
2822818335,0
2822367624,0
2822291878,1
2822250746,0
2821675994,0
2821257972,1
2821194627,0
2820474293,1
2820355010,0
2820143022,0
2819409729,0
2819294768,0
2721968783,0
2721870236,0
2721844549,1
2721669451,0
2721591019,1
2721527075,0
2721327840,1
2720622166,0
2720557335,0
2720514886,1
2720430871,0
2720153250,1
2719932406,0
2719576099,0
2719317196,1
2718513096,0
2717186171,1
2666623862,1
2666619395,0
2666355916,0
2665422698,0
2603252947,0
2603224372,0
2603158398,0
2602559102,0
2602520276,1
2602412002,1
2601487987,1
2601068866,1
2601020657,0
2600957128,0
2600382787,1
2600252858,1
2566246503,0
2561763911,0
2503629025,0
2503624685,0
2503613838,0
2503552039,0
2503013310,0
2501433343,0
2501412379,0
2501252174,0
2501162795,0
2500822755,1
2500409534,0
2441769658,1
2441738456,0
2441711052,1
2441698984,0
2441536151,1
2440841538,1
2440294367,0
2440138322,1
2439651037,1
2439582976,1
2439579157,1
2439572240,0
2439414959,0
2439391398,0
2438969078,1
2438610214,1
2437675015,0
2341269412,0
2341213811,1
2340776544,0
2340571291,0
2339926069,0
2339725363,0
2339597426,0
2338961776,1
2338952666,1
2338366121,0
2336987270,1
2241618584,0
2241593468,0
2241513476,0
2241473181,0
2241188461,1
2241081484,0
2240955959,1
2240829865,0
2240383178,1
2240328689,0
2240224492,1
2240064035,0
2239773896,0
2239708552,0
2239681741,0
2237623914,0
2237369212,0
2233929372,0
2142111143,1
2141975090,0
2141720135,0
2141664232,1
2141438360,1
2139710367,0
2139631293,0
2139606714,1
2138963598,0
2138409034,1
2137420148,1
2136958044,0
2134126284,0
8831583385,1
8831491843,1
8831316267,1
8831312877,0
8831296028,0
8831262510,0
8831104865,0
8830889610,1
8830601630,0
8830534090,0
8830504786,0
8830342333,0
8830251163,1
8830056330,1
8829876302,0
8829822360,0
8829818471,0
8829773981,0
8829668674,0
8829617793,0
8829601813,0
8829527681,1
8829377310,0
8829055108,1
8828930025,0
8828928841,0
8828653367,0
8828368131,0
8827993943,1
8827947145,1
8827708050,0
8827095621,0
8826815392,1
8823539803,0
8752767931,0
8752614494,0
8752480548,1
8752313670,1
8751919996,0
8751603412,0
8751540693,0
8751468056,0
8751334478,0
8751207736,1
8751016064,0
8750949973,0
8750907676,1
8750739029,1
8750721161,0
8750398334,0
8750272646,1
8749735402,1
8652650920,1
8652573396,0
8652506366,0
8652481443,0
8652351007,1
8652350520,1
8652216035,0
8652177996,0
8652127730,1
8651894785,1
8651886008,1
8651853451,0
8651598718,0
8651536698,0
8651533464,1
8651514795,1
8651461254,0
8651333813,1
8651248646,0
8651167891,0
8651162001,0
8651081684,1
8650871677,0
8650781503,1
8650680632,1
8650359986,1
8649566482,1
8649197506,1
8552732791,1
8552729406,1
8552512857,0
8552283786,1
8552159654,1
8551716646,1
8551493507,1
8551396167,1
8551255485,0
8551251294,0
8551215059,0
8551173506,1
8551059146,1
8551026813,1
8551014930,0
8550961716,1
8550705965,0
8550518430,1
8550421511,1
8550348736,1
8550238301,1
8550050053,1
8549809296,0
8549676593,1
8549265348,0
8547450703,1
8547268708,0
8452864625,1
8452837776,0
8452832599,1
8452794616,0
8452627938,1
8452503844,1
8452482187,0
8452445983,0
8452018429,1
8451969499,0
8451925767,0
8451779604,1
8451525497,1
8451421001,0
8451329623,1
8451205902,1
8451205155,1
8451202080,1
8451032575,0
8450993892,0
8450526692,1
8450515457,1
8450367733,0
8450275054,0
8450062475,1
8450042503,0
8449870728,0
8352829342,1
8352592439,0
8352570907,0
8352519734,1
8352476138,1
8352422204,1
8352322975,1
8352202514,1
8352021024,1
8351952709,0
8351942032,0
8351882258,1
8351713629,1
8351713139,0
8351626919,0
8351316052,1
8351128700,1
8351076817,0
8351067557,1
8351057185,1
8351029238,0
8350941380,0
8350794251,0
8350761090,0
8350711337,0
8350458432,1
8350198407,0
8350053752,1
8350034109,0
8350000664,1
8252588079,1
8252506831,0
8252444275,1
8252159676,1
8252005611,1
8251918813,0
8251731540,0
8251713036,0
8251696686,0
8251666005,0
8251638417,1
8251637092,0
8251606534,1
8251361222,0
8251210860,0
8251047186,1
8251021397,0
8250779611,1
8250740718,1
8250619866,1
8250613404,1
8250198837,1
8250089333,0
8249864486,1
8248860611,0
8246961595,0
8152641018,0
8152180198,0
8152126471,0
8152074805,0
8151729317,0
8151689785,1
8151657165,0
8151628351,0
8151612331,0
8151607972,1
8151473785,0
8151419297,0
8151234808,0
8151130294,1
8151083169,1
8151060430,0
8151043258,1
8150630985,0
8150449373,0
8150389628,0
8150329317,0
8150246489,0
8150223629,0
8149940240,1
8147920178,1
8146325050,1
6832229925,0
6832124178,0
6832109639,0
6831944882,0
6831639962,0
6831596113,1
6831541463,0
6831540551,0
6831517342,1
6831494368,0
6831352799,0
6830794887,0
6830764578,1
6830585975,0
6830475226,1
6830464907,0
6830360595,0
6830283966,0
6830175312,0
6829928116,1
6829770030,0
6829552023,1
6829430249,0
6829366634,0
6828738508,0
6828682909,0
6828628255,1
6826467867,1
6825696529,0
6703723151,0
6703277540,0
6702868277,0
6702511989,1
6702370623,0
6702330415,0
6702134111,1
6701914441,0
6701775976,1
6701639334,0
6701582448,1
6701563551,1
6701422633,0
6701389523,1
6701376930,1
6701347041,0
6701077686,0
6700888777,1
6700805145,0
6603654609,1
6603392863,0
6603300962,0
6602880608,1
6602776749,0
6602645404,0
6602369198,0
6602096827,0
6602088505,0
6601852180,0
6601556689,0
6601470465,0
6601355747,1
6601153255,0
6601039206,1
6600837312,0
6600800354,0
6566032122,0
6503831330,0
6503647704,0
6503350265,0
6503261603,0
6502595065,0
6502515874,0
6502141982,0
6501902836,0
6501837251,0
6501742006,0
6501665294,1
6501456379,0
6501280750,0
6501221556,0
6501175561,1
6501058989,0
6501047426,1
6500980595,0
6500976128,0
6403458989,0
6403450022,0
6403174343,0
6403124274,0
6402929345,0
6402886008,1
6402715152,0
6402241992,0
6402132626,0
6401754042,0
6401682999,0
6401129929,0
6401040115,0
6401033727,1
6400871318,1
6400485307,0
6400352718,0
6400071008,1
6364338868,1
6303830553,0
6303667655,0
6303653429,0
6303620920,0
6303373855,0
6303351105,0
6303348508,0
6303298420,1
6303159792,0
6303088425,0
6302778947,0
6302760685,1
6302690291,0
6302678852,1
6302440370,0
6302081332,0
6302054551,0
6302033859,0
6301233453,0
6301121699,0
6301024313,0
6300787695,0
6300637078,0
6300567379,0
6300520959,1
6300255524,0
6300228653,0
6300220822,0
6300187239,0
6203548067,0
6203416886,1
6203381257,0
6203110962,0
6203061442,0
6202885112,0
6202694177,1
6202671968,0
6202602408,1
6202135978,0
6202079247,0
6201757643,0
6201755079,1
6201725302,1
6201607966,1
6201428801,1
6201235125,0
6201155519,1
6200892553,0
6200754590,1
6200726779,0
6200686830,0
6200302615,0
6165379772,1
6162470621,0
6103375869,0
6103301637,0
6103125440,0
6103116945,0
6103090874,0
6102982479,1
6102808689,1
6102765848,0
6102460815,1
6102242664,1
6101963180,0
6101945744,0
6101824287,0
6101780886,0
6101673375,0
6101670761,0
6101628209,0
6101438840,1
6101408759,1
6100694036,0
6100438716,1
4849753793,0
4849669570,0
4849468805,0
4849347589,0
4849269522,0
4849259556,1
4751279609,0
4751150020,0
4750185010,0
4749819509,1
4749697398,0
4749660675,0
4749437103,1
4749308249,0
4749152151,1
4748049650,0
4643443500,1
4643247911,0
4642579496,0
4642146080,1
4642139651,0
4641990922,0
4641872949,0
4641734124,0
4641377539,1
4543654718,1
4543535015,1
4543436275,0
4543343910,0
4543339658,0
4543254718,0
4542015737,0
4541802142,0
4541750724,0
4541622915,0
4541411048,0
4540511548,0
4430955741,0
4430242549,0
4430236809,0
4429997368,0
4429948828,1
4429742262,0
4429702358,0
4429657505,1
4428884042,0
4427609151,0
4427329541,0
4426544111,0
4425769873,0
4425259663,0
4331263224,0
4331260200,1
4331190078,0
4331181807,0
4331078734,0
4330275804,0
4330129500,0
4329477831,1
4329362216,1
4329345422,0
4328700495,1
4230978129,0
4230588476,1
4230491821,0
4230190573,1
4230132050,1
4230033932,0
4229991722,1
4229980762,1
4229886610,1
4229801511,1
4229694640,0
4229635391,0
4229456820,1
4229272313,1
4229181104,0
4228867975,0
4228725121,1
4228679037,0
4131423532,0
4130983535,0
4130961717,0
4130801918,0
4130402019,1
4129849607,0
4129729044,0
4129344795,1
4128813320,0
4128387075,0
2822864264,0
2822831826,0
2822825757,1
2822731640,0
2822573440,1
2822104934,0
2821588120,0
2821534163,0
2821242820,1
2821191889,0
2820975550,1
2820919246,0
2820861444,1
2820811638,0
2820718738,0
2820461916,0
2820417158,1
2820284150,0
2820197979,0
2820191489,1
2820187642,0
2820114986,1
2820005618,0
2819787100,0
2819451832,1
2819361607,1
2819196795,0
2819093470,0
2819062984,0
2819027289,0
2818385514,0
2817870166,0
2817701137,0
2817477301,0
2817469815,0
2817142591,1
2807694482,0
2722887015,0
2722727588,1
2722703064,0
2722532164,0
2722509445,0
2721977160,0
2721761824,1
2721512823,0
2721410298,1
2721299654,0
2721229720,0
2721087410,1
2720976595,0
2720703004,0
2720648452,0
2720575425,0
2720539647,0
2720443927,1
2720337522,1
2720336450,0
2720331285,0
2720255878,0
2720216552,1
2719896819,0
2719872159,0
2719412088,1
2719225487,0
2718948754,1
2718890169,0
2718346061,0
2718276110,1
2717552061,1
2664149743,0
2663914781,0
2603862887,0
2603852855,0
2603715968,1
2603700776,0
2603619816,1
2603396685,0
2603173480,1
2603168868,0
2603052021,1
2603015313,0
2602988252,0
2602968055,1
2602785055,1
2602730865,1
2602617704,0
2602102012,1
2601897081,0
2601722426,0
2601720279,1
2601702443,0
2601666300,1
2601584191,0
2601547839,1
2601219464,0
2601205179,1
2601108485,1
2600915964,1
2600794918,0
2600643180,0
2566310815,1
2565757973,1
2565346086,1
2503824408,0
2503746979,0
2503669088,0
2503599688,0
2503585684,0
2503535045,1
2503532111,1
2503309361,0
2503166681,0
2503075804,0
2502984798,1
2502951200,0
2502736827,0
2502631809,1
2502368395,0
2502180902,1
2502110184,0
2501733879,0
2501675806,0
2501672835,0
2501181549,1
2501097889,0
2501077535,0
2501074812,0
2500399854,1
2500286249,0
2441890813,0
2441752384,0
2441682279,0
2441361404,0
2441336691,0
2440818381,0
2440639862,0
2440371078,0
2440303729,0
2440301856,1
2440282343,1
2439908874,0
2439814567,1
2439773017,0
2439692056,0
2439533315,0
2439455117,0
2439161483,1
2439130457,1
2439111013,1
2438896041,1
2438841797,0
2438734374,0
2438702830,1
2438689795,1
2438656975,1
2438427045,0
2438282076,1
2437921781,0
2437892579,1
2437747501,1
2436226722,0
2434126023,0
2341823308,0
2341639038,1
2341519704,0
2341514074,0
2341493828,0
2341457358,0
2341418087,1
2341401361,0
2341142826,0
2341060229,1
2340969793,0
2340894961,0
2340877869,0
2340580349,1
2340335734,1
2340175731,0
2340071670,0
2339870010,0
2339538082,1
2339507637,0
2339491927,1
2339434958,0
2339432415,1
2339194929,0
2338804664,0
2338687745,1
2338535004,1
2337674137,0
2336203749,0
2241820376,1
2241815357,0
2241560908,0
2241484827,0
2241461125,1
2241317697,0
2241260242,1
2241187691,1
2241142938,0
2241030615,0
2240980852,1
2240898762,1
2239904186,0
2239817566,0
2239783448,1
2239743877,0
2239515713,1
2239506828,1
2239501478,0
2239338662,0
2239224715,0
2239182240,0
2239050405,1
2238977534,0
2238932680,0
2238761875,0
2238628217,0
2238510852,0
2238454426,1
2237703143,0
2237332218,0
2235911361,1
2234455043,0
2234396414,0
2228269910,1
2141589929,1
2141560160,0
2141433503,0
2141335408,0
2140980747,0
2140934600,0
2140912493,0
2140759403,0
2140430324,1
2140231109,0
2140089817,0
2140053470,0
2140028328,1
2139945011,0
2139767378,0
2139725036,0
2139709574,1
2139220823,1
2139167060,1
2139110998,0
2139056922,0
2138303681,0
2138033785,0
2137893302,1
2137633112,1
